epoch,accuracy,loss,lr,top1_accuracy,val_accuracy,val_loss,val_top1_accuracy
0,0.8675616383552551,0.3902234435081482,0.001,0.8675616383552551,0.9495192170143127,0.14631256461143494,0.9495192170143127
1,0.9344820380210876,0.18424272537231445,0.001,0.9344820380210876,0.9599359035491943,0.11735730618238449,0.9599359035491943
2,0.95652174949646,0.12223446369171143,0.001,0.95652174949646,0.9631410241127014,0.12645438313484192,0.9631410241127014
3,0.9611300230026245,0.11243089288473129,0.001,0.9611300230026245,0.9671474099159241,0.10901796072721481,0.9671474099159241
